gene	NA	NA	C2.4.3.FC	NA
AARS	NA	NA	0.19741894	NA
AARS2	NA	NA	0.0403700129999987	NA
ABCB7	NA	NA	0.269292498999999	NA
ACAA2	NA	NA	0.035061390000001	NA
ACAD10	NA	NA	0.380750396000001	NA
ACAD11	NA	NA	0.0376729699999991	NA
ACAD8	NA	NA	0.0641001800000005	NA
ACAD9	NA	NA	0.180838457	NA
ACADL	NA	NA	-0.108309142	NA
ACADM	NA	NA	0.0689643400000008	NA
ACADS	NA	NA	0.301097195	NA
ACADSB	NA	NA	0.0381492830000001	NA
ACADVL	NA	NA	-0.127491752000001	NA
ACO2	NA	NA	-0.0962383540000005	NA
ACSBG1	NA	NA	0.0197171339999995	NA
ACSBG2	NA	NA	-0.0358624299999999	NA
ACSL1	NA	NA	-0.269939858000001	NA
ACSL3	NA	NA	0.00517427000000126	NA
ACSL4	NA	NA	-0.0751843579999996	NA
ACSL5	NA	NA	-0.0196079639999995	NA
ACSL6	NA	NA	-0.0065018410000004	NA
ACSM1	NA	NA	0.236537177	NA
ACSM2A	NA	NA	0.0996474049999998	NA
ACSM2B	NA	NA	-0.14349324	NA
ACSM3	NA	NA	0.0437510630000002	NA
ACSM4	NA	NA	0.160248881999999	NA
ACSM5	NA	NA	-0.10197405	NA
ACSS1	NA	NA	-0.139267653	NA
ACSS2	NA	NA	0.179298960000001	NA
ACSS3	NA	NA	-0.103250542	NA
AFG3L2	NA	NA	-0.0554504500000004	NA
AIFM1	NA	NA	0.0059759279999998	NA
AK3	NA	NA	0.180841182	NA
ALAD	NA	NA	-0.0223259960000002	NA
ALAS1	NA	NA	-0.0943035529999996	NA
ALAS2	NA	NA	-0.277052544	NA
ALDOA	NA	NA	0.160832495	NA
ALDOB	NA	NA	-0.0633904970000003	NA
ALDOC	NA	NA	0.13615042	NA
AMBRA1	NA	NA	0.0156084349999999	NA
ANP32A	NA	NA	0.180387149	NA
APAF1	NA	NA	-0.0649894359999994	NA
APEX1	NA	NA	-0.0228014600000002	NA
APEX2	NA	NA	-0.158653239000001	NA
ARG1	NA	NA	-0.335281012999999	NA
ARG2	NA	NA	-0.0211436040000006	NA
ASL	NA	NA	-0.105357924000001	NA
ASS1	NA	NA	0.0479598800000005	NA
ATAD3A	NA	NA	-0.023475187999999	NA
ATAD3B	NA	NA	-0.214583154	NA
ATP5A1	NA	NA	0.0636698100000004	NA
ATP5B	NA	NA	-0.17471413	NA
ATP5C1	NA	NA	0.063670440000001	NA
ATP5D	NA	NA	0.0154685110000017	NA
ATP5E	NA	NA	0.16284671	NA
ATP5F1	NA	NA	-0.0364270700000002	NA
ATP5G1	NA	NA	0.0743222929999998	NA
ATP5G2	NA	NA	-0.068991574	NA
ATP5G3	NA	NA	-0.111812149	NA
ATP5H	NA	NA	0.37257228	NA
ATP5I	NA	NA	0.315615398	NA
ATP5J	NA	NA	-0.11071329	NA
ATP5J2	NA	NA	0.22003555	NA
ATP5L	NA	NA	0.193112213000001	NA
ATP5O	NA	NA	-0.275827720000001	NA
ATPAF1	NA	NA	0.125021464000001	NA
ATPAF2	NA	NA	0.0754796249999998	NA
ATPIF1	NA	NA	0.133422749999999	NA
BAD	NA	NA	-0.0966998770000007	NA
BAK1	NA	NA	0.233354851000001	NA
BAX	NA	NA	-0.152301391	NA
BBC3	NA	NA	-0.0442512279999994	NA
BCKDHA	NA	NA	0.335724732000001	NA
BCKDHB	NA	NA	0.288963778999999	NA
BCL2	NA	NA	0.13668193	NA
BCL2L1	NA	NA	-0.0793787420000003	NA
BCL2L11	NA	NA	0.215452585	NA
BCS1L	NA	NA	0.431536567999999	NA
BECN1	NA	NA	-0.0733859309999989	NA
BID	NA	NA	-0.322233459	NA
BIK	NA	NA	-0.138359309	NA
