gene	NA	NA	C2.4.4.FC	NA
AARS	NA	NA	-0.29414322	NA
AARS2	NA	NA	-0.0878045790000002	NA
ABCB7	NA	NA	0.0991548929999997	NA
ACAA2	NA	NA	0.175284580000001	NA
ACAD10	NA	NA	-0.155268022	NA
ACAD11	NA	NA	-0.622544231000001	NA
ACAD8	NA	NA	0.398633346	NA
ACAD9	NA	NA	-0.0194888940000002	NA
ACADL	NA	NA	0.0809009039999999	NA
ACADM	NA	NA	0.145637820000001	NA
ACADS	NA	NA	0.097137172	NA
ACADSB	NA	NA	0.00568577199999964	NA
ACADVL	NA	NA	-0.208972454	NA
ACO2	NA	NA	0.101728094	NA
ACSBG1	NA	NA	0.479578946999999	NA
ACSBG2	NA	NA	-0.147666329	NA
ACSL1	NA	NA	0.0215101139999998	NA
ACSL3	NA	NA	0.15909907	NA
ACSL4	NA	NA	-0.0438448729999994	NA
ACSL5	NA	NA	-0.0178610490000004	NA
ACSL6	NA	NA	-0.0238129550000004	NA
ACSM1	NA	NA	0.178760630999999	NA
ACSM2A	NA	NA	-0.0135649789999999	NA
ACSM2B	NA	NA	-0.0393593069999998	NA
ACSM3	NA	NA	0.00892289300000026	NA
ACSM4	NA	NA	0.0695891639999999	NA
ACSM5	NA	NA	0.0500982969999999	NA
ACSS1	NA	NA	-0.110738855	NA
ACSS2	NA	NA	0.257481010000001	NA
ACSS3	NA	NA	-0.272819752999999	NA
AFG3L2	NA	NA	-0.20940332	NA
AIFM1	NA	NA	-0.178819574	NA
AK3	NA	NA	-0.377537259999999	NA
ALAD	NA	NA	-0.027848208	NA
ALAS1	NA	NA	-0.12385482	NA
ALAS2	NA	NA	-0.315619533	NA
ALDOA	NA	NA	0.159103879	NA
ALDOB	NA	NA	0.0773248210000004	NA
ALDOC	NA	NA	-0.23975079	NA
AMBRA1	NA	NA	0.228467859	NA
ANP32A	NA	NA	0.142554613	NA
APAF1	NA	NA	0.0554500039999999	NA
APEX1	NA	NA	-0.0890031800000006	NA
APEX2	NA	NA	0.0227222029999989	NA
ARG1	NA	NA	-0.116553728	NA
ARG2	NA	NA	-0.340355198000001	NA
ASL	NA	NA	-0.324530086	NA
ASS1	NA	NA	-0.00543947799999955	NA
ATAD3A	NA	NA	-0.0776144769999991	NA
ATAD3B	NA	NA	0.0697142729999998	NA
ATP5A1	NA	NA	0.227712369999999	NA
ATP5B	NA	NA	0.0777832800000002	NA
ATP5C1	NA	NA	-0.0320446800000003	NA
ATP5D	NA	NA	0.278400546	NA
ATP5E	NA	NA	-0.0321777100000009	NA
ATP5F1	NA	NA	0.367218619999999	NA
ATP5G1	NA	NA	-0.0916754400000013	NA
ATP5G2	NA	NA	0.0971015660000001	NA
ATP5G3	NA	NA	0.427984965999999	NA
ATP5H	NA	NA	0.4193239	NA
ATP5I	NA	NA	0.00998576599999978	NA
ATP5J	NA	NA	-0.292165199999999	NA
ATP5J2	NA	NA	-0.21078835	NA
ATP5L	NA	NA	0.0476644620000002	NA
ATP5O	NA	NA	-0.0110881599999999	NA
ATPAF1	NA	NA	-0.428601627999999	NA
ATPAF2	NA	NA	0.0599205180000002	NA
ATPIF1	NA	NA	-0.24589806	NA
BAD	NA	NA	-0.457204440000001	NA
BAK1	NA	NA	-0.0859277149999995	NA
BAX	NA	NA	-0.675781874	NA
BBC3	NA	NA	-0.273311055	NA
BCKDHA	NA	NA	-0.596419000999999	NA
BCKDHB	NA	NA	0.144094263	NA
BCL2	NA	NA	0.175464128	NA
BCL2L1	NA	NA	0.223250093	NA
BCL2L11	NA	NA	0.240767979	NA
BCS1L	NA	NA	0.154350978	NA
BECN1	NA	NA	0.0954378640000009	NA
BID	NA	NA	0.339010661	NA
BIK	NA	NA	0.0513090940000005	NA
BNIP3	NA	NA	0.0319235300000003	NA
BNIP3L	NA	NA	-0.0844450299999995	NA
BOLA3	NA	NA	0.22441433	NA
BRP44	NA	NA	0.340414306000001	NA
BRP44L	NA	NA	0.319699103	NA
CARS2	NA	NA	-0.309743571	NA
CASP3	NA	NA	-0.0874983799999995	NA
CASP7	NA	NA	0.00797331700000026	NA
CASP9	NA	NA	0.113135223	NA
